gender,SeniorCitizen,Partner,Dependents,tenure,customerID,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Cuentas_Diarias,Churn
Male,0,Yes,No,52,0254-KCJGT,One year,Yes,Credit card (automatic),81.4,4354.45,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,2.7133333333333334,No
Female,0,Yes,Yes,67,0254-WWRKD,One year,No,Credit card (automatic),50.55,3431.75,Yes,No,DSL,No,Yes,No,No,No,No,1.6849999999999998,No
Female,0,Yes,Yes,28,0256-LTHVJ,Month-to-month,Yes,Electronic check,81.05,2227.1,Yes,No,Fiber optic,No,No,No,No,No,Yes,2.7016666666666667,Yes
Female,0,Yes,Yes,32,0257-KXZGU,Month-to-month,No,Bank transfer (automatic),62.45,2045.55,Yes,Yes,DSL,No,Yes,Yes,No,No,No,2.0816666666666666,No
Female,1,Yes,No,27,0257-ZESQC,Month-to-month,Yes,Bank transfer (automatic),75.2,1929.35,Yes,No,Fiber optic,Yes,No,No,No,No,No,2.506666666666667,Yes
Male,0,No,No,3,0258-NOKBL,Month-to-month,No,Electronic check,90.4,268.45,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,3.0133333333333336,No
Male,0,No,No,2,0259-GBZSH,Month-to-month,Yes,Electronic check,85.65,181.5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,2.855,Yes
Female,0,No,Yes,9,0260-ZDLGK,Month-to-month,Yes,Mailed check,72.9,651.4,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,2.43,Yes
Male,0,Yes,Yes,50,0263-FJTQO,Two year,Yes,Credit card (automatic),70.5,3486.65,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,2.35,No
Female,0,Yes,Yes,71,0264-CNITK,Two year,No,Bank transfer (automatic),20.1,1389.6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.67,No
Male,1,Yes,No,32,0265-EDXBD,Month-to-month,Yes,Electronic check,74.9,2303.35,Yes,Yes,Fiber optic,No,No,No,No,No,No,2.496666666666667,Yes
Female,0,Yes,Yes,16,0265-PSUAE,Month-to-month,No,Bank transfer (automatic),100.7,1522.7,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,3.356666666666667,No
Female,0,Yes,Yes,67,0266-CLZKZ,Two year,Yes,Bank transfer (automatic),105.65,6717.9,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,3.521666666666667,No
Male,0,Yes,Yes,72,0266-GMEAO,Two year,Yes,Credit card (automatic),114.3,8058.55,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,3.81,No
Female,0,No,No,3,0268-QKIWO,Month-to-month,No,Electronic check,19.75,58.85,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6583333333333333,Yes
Male,0,Yes,Yes,23,0269-XFESX,One year,No,Mailed check,24.35,538.5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.8116666666666668,No
Male,0,Yes,Yes,72,0270-THENM,Two year,No,Bank transfer (automatic),69.85,5102.35,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,2.328333333333333,No
Male,0,Yes,Yes,7,0274-JKUJR,Month-to-month,No,Mailed check,58.85,465.7,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,1.9616666666666667,No
Male,0,Yes,Yes,8,0277-BKSQP,Month-to-month,Yes,Electronic check,54.4,475.1,Yes,No,DSL,No,No,No,No,Yes,No,1.8133333333333332,No
Male,0,Yes,Yes,66,0277-ORXQS,Two year,No,Bank transfer (automatic),50.55,3364.55,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,1.6849999999999998,No
Male,0,No,No,5,0278-YXOOG,Month-to-month,No,Mailed check,21.05,113.85,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.7016666666666667,Yes
Male,0,No,No,49,0280-XJGEX,Month-to-month,Yes,Bank transfer (automatic),103.7,5036.3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,3.4566666666666666,Yes
Male,0,Yes,No,63,0281-CNTZX,Two year,Yes,Bank transfer (automatic),19.95,1234.8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6649999999999999,No
Female,1,Yes,Yes,12,0282-NVSJS,Month-to-month,Yes,Mailed check,29.3,355.9,No,No phone service,DSL,No,No,No,Yes,No,No,0.9766666666666667,No
Male,0,Yes,Yes,27,0285-INHLN,Month-to-month,Yes,Credit card (automatic),54.75,1510.3,Yes,No,DSL,Yes,Yes,No,No,No,No,1.825,No
Female,0,No,No,35,0289-IVARM,Month-to-month,No,Electronic check,60.55,1982.6,Yes,No,DSL,Yes,Yes,Yes,No,No,No,2.018333333333333,No
Female,0,Yes,Yes,54,0292-WEGCH,Month-to-month,Yes,Electronic check,86.2,4524.05,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,2.8733333333333335,No
Male,0,No,No,1,0295-PPHDO,Month-to-month,Yes,Electronic check,95.45,95.45,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,3.1816666666666666,Yes
Male,0,No,No,5,0295-QVKPB,Month-to-month,Yes,Credit card (automatic),63.95,318.1,Yes,No,DSL,No,No,Yes,Yes,Yes,No,2.131666666666667,No
Male,0,No,No,19,0297-RBCSG,One year,Yes,Bank transfer (automatic),65.35,1231.85,Yes,No,DSL,No,Yes,No,Yes,No,Yes,2.1783333333333332,No
Male,0,Yes,Yes,52,0298-XACET,Two year,No,Mailed check,50.2,2554.0,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,1.6733333333333333,No
Female,0,Yes,Yes,72,0301-FIDRB,Two year,Yes,Bank transfer (automatic),63.8,4684.3,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2.1266666666666665,No
Male,0,No,No,32,0301-KOBTQ,Two year,Yes,Bank transfer (automatic),20.05,614.45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6683333333333333,No
Female,0,Yes,No,8,0302-JOIVN,Month-to-month,No,Electronic check,101.15,842.9,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,3.371666666666667,Yes
Male,0,No,No,41,0303-UNCIP,One year,No,Mailed check,65.0,2531.8,Yes,Yes,DSL,No,No,Yes,No,No,Yes,2.1666666666666665,No
Male,0,No,No,5,0303-WMMRN,Month-to-month,Yes,Mailed check,19.25,86.05,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6416666666666667,No
Female,0,No,Yes,11,0305-SQECB,One year,Yes,Mailed check,36.05,402.6,No,No phone service,DSL,Yes,No,No,Yes,No,No,1.2016666666666667,No
Male,0,No,No,5,0306-JAELE,Month-to-month,Yes,Electronic check,96.1,453.4,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,3.203333333333333,Yes
Female,0,No,No,16,0307-BCOPK,One year,No,Mailed check,19.05,326.65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.635,No
Male,1,No,No,71,0308-GIQJT,One year,No,Bank transfer (automatic),105.75,7382.85,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,3.525,No
Female,0,No,No,11,0308-IVGOK,One year,Yes,Credit card (automatic),40.4,422.6,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,1.3466666666666667,No
Female,0,Yes,Yes,61,0310-MVLET,Month-to-month,Yes,Electronic check,99.15,6010.05,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,3.305,Yes
Female,0,Yes,No,71,0310-SUCIN,One year,Yes,Bank transfer (automatic),84.8,6046.1,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2.8266666666666667,No
Male,0,No,No,9,0310-VQXAM,Month-to-month,No,Mailed check,19.85,178.8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6616666666666667,No
Female,0,No,No,6,0311-QYWSS,Month-to-month,Yes,Electronic check,49.45,314.6,Yes,No,DSL,Yes,No,No,No,No,No,1.6483333333333334,No
Female,0,No,No,26,0311-UNPFF,Month-to-month,Yes,Bank transfer (automatic),88.8,2274.35,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,2.96,Yes
Female,0,No,No,6,0314-TKOSI,Month-to-month,No,Mailed check,55.15,322.9,Yes,No,DSL,Yes,Yes,No,No,No,No,1.8383333333333334,No
Male,0,No,No,11,0315-LVCRK,Month-to-month,No,Electronic check,84.8,888.75,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,2.8266666666666667,No
Male,0,Yes,No,1,0318-QUUOB,Month-to-month,Yes,Electronic check,80.55,80.55,Yes,No,Fiber optic,No,No,No,No,Yes,No,2.685,Yes
Female,0,Yes,No,49,0318-ZOPWS,Two year,Yes,Bank transfer (automatic),20.15,973.35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6716666666666666,No
Female,0,Yes,Yes,3,0319-QZTCO,Month-to-month,Yes,Credit card (automatic),58.7,168.6,Yes,No,DSL,No,Yes,No,No,Yes,No,1.9566666666666668,No
Female,0,No,No,53,0320-DWVTU,Two year,No,Mailed check,99.5,5424.25,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,3.316666666666667,No
Male,0,Yes,Yes,23,0320-JDNQG,Month-to-month,Yes,Electronic check,99.85,2331.3,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,3.328333333333333,Yes
Male,0,No,No,2,0322-CHQRU,Month-to-month,No,Electronic check,45.35,89.5,Yes,No,DSL,No,No,No,No,No,No,1.5116666666666667,Yes
Male,0,No,No,1,0322-YINQP,Month-to-month,Yes,Mailed check,48.55,48.55,Yes,No,DSL,Yes,No,No,No,No,No,1.6183333333333332,Yes
Male,0,No,Yes,3,0323-XWWTN,Two year,Yes,Mailed check,26.4,121.25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.88,No
Female,1,Yes,No,68,0324-BRPCJ,Month-to-month,Yes,Electronic check,100.2,6851.65,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,3.3400000000000003,Yes
Male,0,No,No,8,0325-XBFAC,Month-to-month,Yes,Electronic check,94.7,740.3,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,3.1566666666666667,Yes
Female,0,Yes,No,70,0326-VDYXE,One year,Yes,Electronic check,97.65,6982.5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,3.2550000000000003,No
Male,0,Yes,Yes,39,0327-WFZSY,One year,No,Electronic check,100.0,3835.55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,3.3333333333333335,No
Female,0,No,No,1,0328-GRPMV,Month-to-month,Yes,Electronic check,70.1,70.1,Yes,No,Fiber optic,No,No,No,No,No,No,2.3366666666666664,Yes
Female,0,No,No,3,0329-GTIAJ,Month-to-month,Yes,Electronic check,97.9,315.3,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,3.2633333333333336,Yes
Male,0,Yes,No,60,0330-BGYZE,One year,No,Bank transfer (automatic),102.5,6157.6,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,3.4166666666666665,No
Female,0,Yes,No,5,0330-IVZHA,Month-to-month,No,Electronic check,69.95,330.15,Yes,No,Fiber optic,No,No,No,No,No,No,2.3316666666666666,Yes
Male,1,No,No,3,0334-GDDSO,Month-to-month,Yes,Electronic check,81.35,233.7,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,2.7116666666666664,Yes
Female,0,Yes,No,55,0334-ZFJSR,One year,Yes,Credit card (automatic),66.05,3462.1,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,2.2016666666666667,No
Male,0,No,No,72,0336-KXKFK,Two year,Yes,Credit card (automatic),61.2,4390.25,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,2.04,No
Male,1,Yes,No,72,0336-PIKEI,Two year,No,Bank transfer (automatic),74.4,5360.75,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,2.48,No
Female,0,No,No,41,0337-CNPZE,Month-to-month,Yes,Electronic check,106.3,4443.45,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,3.5433333333333334,Yes
Male,0,No,No,60,0343-QLUZP,Two year,No,Bank transfer (automatic),39.6,2424.5,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,1.32,No
Female,0,No,No,6,0345-HKJVM,Month-to-month,No,Electronic check,89.3,577.6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,2.9766666666666666,Yes
Female,0,Yes,No,46,0345-XMMUG,Two year,Yes,Credit card (automatic),108.9,4854.3,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,3.6300000000000003,No
Female,0,No,No,15,0347-UBKUZ,Month-to-month,No,Mailed check,19.9,320.45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6633333333333333,No
Female,0,Yes,No,58,0348-SDKOL,Month-to-month,Yes,Credit card (automatic),102.1,5885.4,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,3.4033333333333333,Yes
Male,0,Yes,Yes,23,0354-VXMJC,Two year,No,Credit card (automatic),19.6,426.65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6533333333333334,No
Female,1,Yes,Yes,31,0354-WYROK,Month-to-month,Yes,Electronic check,98.9,2911.3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,3.296666666666667,Yes
Male,0,Yes,No,11,0356-ERHVT,Month-to-month,Yes,Bank transfer (automatic),45.9,521.9,Yes,No,DSL,No,No,No,No,No,No,1.53,No
Female,1,No,No,56,0356-OBMAC,Two year,Yes,Bank transfer (automatic),99.9,5706.3,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,3.33,No
Female,0,No,Yes,25,0357-NVCRI,Month-to-month,No,Credit card (automatic),20.05,471.7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6683333333333333,No
Female,0,No,No,68,0361-HJRDX,Two year,No,Credit card (automatic),64.35,4539.6,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2.145,No
Female,0,No,No,40,0362-RAOQO,Two year,No,Credit card (automatic),19.65,830.25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6549999999999999,No
Male,0,No,No,36,0362-ZBZWJ,Month-to-month,Yes,Electronic check,84.9,3067.2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,2.83,Yes
Male,0,No,No,32,0363-QJVFX,Month-to-month,Yes,Credit card (automatic),108.15,3432.9,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,3.605,Yes
Male,0,Yes,Yes,71,0363-SVHYR,Two year,No,Bank transfer (automatic),86.85,6263.8,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2.895,No
Male,0,Yes,No,17,0365-BZUWY,Month-to-month,Yes,Electronic check,102.55,1742.5,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,3.4183333333333334,No
Male,0,Yes,No,18,0365-GXEZS,Month-to-month,No,Electronic check,78.2,1468.75,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,2.606666666666667,No
Female,0,No,No,37,0365-TRTPY,Month-to-month,No,Bank transfer (automatic),91.2,3382.3,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,3.04,No
Male,0,No,No,2,0366-NQSHS,Month-to-month,No,Mailed check,19.35,46.35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.645,No
Female,0,Yes,Yes,28,0369-ZGOVK,One year,Yes,Bank transfer (automatic),70.4,1992.2,Yes,No,Fiber optic,No,No,No,No,No,No,2.3466666666666667,No
Male,0,No,No,9,0373-AIVNJ,One year,No,Mailed check,39.55,373.0,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,1.3183333333333331,No
Female,0,No,No,1,0374-AACSZ,Month-to-month,No,Electronic check,50.15,50.15,Yes,No,DSL,Yes,No,No,No,No,No,1.6716666666666666,No
Male,0,Yes,No,65,0374-FIUCA,Two year,Yes,Credit card (automatic),20.4,1414.45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6799999999999999,No
Female,0,No,No,3,0374-IOEGQ,Month-to-month,No,Electronic check,44.6,122.7,Yes,No,DSL,No,No,No,No,No,No,1.4866666666666668,No
Female,0,No,No,1,0375-HVGXO,Month-to-month,Yes,Electronic check,34.7,34.7,No,No phone service,DSL,No,No,No,No,Yes,No,1.1566666666666667,Yes
Male,0,Yes,No,36,0376-OIWME,Month-to-month,Yes,Electronic check,93.6,3366.05,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,3.1199999999999997,No
Male,0,No,No,23,0376-YMCJC,Month-to-month,Yes,Electronic check,90.6,1943.2,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,3.02,Yes
Male,0,Yes,Yes,22,0377-JBKKT,Month-to-month,Yes,Mailed check,57.95,1271.8,Yes,No,DSL,Yes,Yes,No,Yes,No,No,1.9316666666666669,No
Female,0,Yes,No,72,0378-CJKPV,Two year,No,Credit card (automatic),112.1,7965.95,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,3.7366666666666664,No
Female,0,Yes,Yes,17,0378-NHQXU,Month-to-month,No,Electronic check,88.25,1460.65,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,2.941666666666667,Yes
Female,0,No,No,3,0378-TOVMS,Month-to-month,No,Electronic check,85.8,272.2,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,2.86,Yes
Male,0,Yes,No,58,0378-XSZPU,One year,No,Credit card (automatic),60.3,3563.8,Yes,No,DSL,Yes,Yes,Yes,No,No,No,2.01,Yes
Male,0,Yes,Yes,67,0379-DJQHR,Two year,No,Credit card (automatic),81.35,5398.6,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,2.7116666666666664,No
Male,1,No,No,34,0380-NEAVX,One year,Yes,Electronic check,99.85,3343.15,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,3.328333333333333,No
Male,0,No,No,10,0380-ZCSBI,Month-to-month,No,Credit card (automatic),20.0,198.7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6666666666666666,No
Female,0,No,No,69,0383-CLDDA,Two year,Yes,Credit card (automatic),85.35,5897.4,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,2.8449999999999998,No
Male,0,No,No,40,0384-LPITE,One year,No,Credit card (automatic),62.05,2511.55,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,2.0683333333333334,No
Male,0,No,No,20,0384-RVBPI,Month-to-month,No,Credit card (automatic),64.4,1398.6,Yes,No,DSL,Yes,No,Yes,No,No,Yes,2.146666666666667,No
Female,0,Yes,Yes,46,0386-CWRGM,Two year,No,Mailed check,19.4,967.85,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6466666666666666,No
Female,0,Yes,No,2,0388-EOPEX,Month-to-month,Yes,Electronic check,74.4,139.4,Yes,No,Fiber optic,Yes,No,No,No,No,No,2.48,Yes
Female,1,Yes,No,1,0390-DCFDQ,Month-to-month,Yes,Mailed check,70.45,70.45,Yes,No,Fiber optic,No,No,No,No,No,No,2.3483333333333336,Yes
Female,0,Yes,No,72,0392-BZIUW,Two year,Yes,Credit card (automatic),105.0,7589.8,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,3.5,No
Male,0,Yes,Yes,70,0394-YONDK,Two year,No,Credit card (automatic),25.15,1790.15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.8383333333333333,No
Female,0,No,No,2,0396-HUJBP,Month-to-month,No,Mailed check,19.3,44.4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6433333333333333,No
Male,0,No,Yes,23,0396-UKGAI,Month-to-month,Yes,Bank transfer (automatic),55.3,1284.2,Yes,No,DSL,No,Yes,No,Yes,No,No,1.8433333333333333,No
Male,0,Yes,No,36,0396-YCHWO,Month-to-month,Yes,Electronic check,95.4,3474.2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,3.18,No
Male,1,Yes,No,59,0397-GZBBC,Month-to-month,Yes,Bank transfer (automatic),93.85,5574.75,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,3.128333333333333,Yes
Male,0,No,No,67,0397-ZXWQF,Two year,No,Bank transfer (automatic),20.5,1430.95,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6833333333333333,No
Male,0,Yes,Yes,72,0401-WDBXM,Two year,Yes,Bank transfer (automatic),105.55,7542.25,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,3.518333333333333,No
Female,0,No,No,37,0402-CQAJN,Month-to-month,Yes,Bank transfer (automatic),101.9,3545.35,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,3.396666666666667,Yes
Female,0,Yes,Yes,72,0402-OAMEN,Two year,No,Bank transfer (automatic),24.45,1709.1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.815,No
Male,0,Yes,No,72,0404-AHASP,Two year,No,Credit card (automatic),19.7,1421.9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6566666666666666,No
Male,0,No,No,3,0404-SWRVG,Month-to-month,Yes,Electronic check,74.4,229.55,Yes,Yes,Fiber optic,No,No,No,No,No,No,2.48,Yes
Female,1,Yes,No,54,0406-BPDVR,One year,Yes,Credit card (automatic),101.5,5373.1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,3.3833333333333333,Yes
Male,0,Yes,No,60,0407-BDJKB,Month-to-month,Yes,Electronic check,95.75,5742.9,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,3.191666666666667,Yes
Female,0,Yes,No,58,0409-WTMPL,One year,Yes,Credit card (automatic),110.65,6526.65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,3.6883333333333335,No
Female,0,Yes,No,31,0410-IPFTY,Month-to-month,Yes,Bank transfer (automatic),83.85,2674.15,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,2.795,No
Female,0,No,No,3,0411-EZJZE,Month-to-month,Yes,Electronic check,60.25,170.5,Yes,Yes,DSL,No,No,No,No,Yes,No,2.0083333333333333,No
Male,0,No,No,55,0412-UCCNP,Two year,Yes,Electronic check,59.2,3175.85,Yes,No,DSL,Yes,No,Yes,Yes,No,No,1.9733333333333334,No
Female,0,No,No,1,0415-MOSGF,Month-to-month,No,Mailed check,44.4,44.4,Yes,No,DSL,No,No,No,No,No,No,1.48,Yes
Male,0,Yes,No,49,0419-YAAPX,Month-to-month,Yes,Credit card (automatic),85.3,4297.95,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,2.8433333333333333,No
Male,0,No,Yes,8,0420-BWTPW,Month-to-month,No,Mailed check,25.5,215.2,No,No phone service,DSL,No,No,No,No,No,No,0.85,Yes
Female,1,No,No,39,0420-HLGXF,Month-to-month,Yes,Electronic check,99.75,4036.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,3.325,No
Male,0,Yes,No,66,0420-TXVSG,Two year,Yes,Credit card (automatic),66.1,4428.45,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,2.203333333333333,No
Female,0,Yes,Yes,15,0422-OHQHQ,One year,No,Mailed check,20.55,295.95,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.685,No
Female,0,Yes,No,51,0422-UXFAP,One year,Yes,Electronic check,98.85,4947.55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,3.295,No
Male,1,No,No,9,0423-UDIJQ,Month-to-month,No,Mailed check,49.2,447.9,Yes,No,DSL,No,No,No,Yes,No,No,1.6400000000000001,No
Female,0,No,No,1,0426-TIRNE,Month-to-month,No,Mailed check,20.9,20.9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6966666666666667,Yes
Male,0,No,No,25,0428-AXXLJ,One year,Yes,Bank transfer (automatic),19.5,516.3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.65,No
Male,0,Yes,No,22,0428-IKYCP,Month-to-month,Yes,Bank transfer (automatic),87.0,1850.65,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,2.9,No
Male,0,No,No,15,0430-IHCDJ,Month-to-month,Yes,Electronic check,49.0,749.25,Yes,Yes,DSL,No,No,No,No,No,No,1.6333333333333333,No
Female,0,Yes,Yes,28,0431-APWVY,One year,Yes,Bank transfer (automatic),90.1,2598.95,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,3.003333333333333,Yes
Male,0,No,No,3,0432-CAJZV,Month-to-month,No,Mailed check,90.7,237.65,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,3.0233333333333334,No
